GRADUATION_YEAR;SCORE_NEM;GRADE_PERCENTILE;SCORE_RANKING;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;497;7;499;0.0;1;1;1;1;7;7;0;1;1;0;0
2020;641;6;664;331.5;2;1;2;7;11;11;0;0;1;0;0
2020;549;10;549;589.5;2;1;1;5;10;7;0;0;0;0;1
2020;684;2;757;539.5;2;1;1;4;8;8;0;0;1;0;1
2020;534;8;534;516.5;2;2;1;8;7;7;0;0;0;0;0
2020;663;6;668;503.0;2;1;1;1;9;10;0;0;0;0;0
2020;796;1;850;635.5;2;2;1;10;11;11;0;0;1;0;1
2020;706;2;718;667.0;2;1;1;9;10;7;0;0;1;0;0
2020;483;8;483;0.0;2;2;1;5;8;8;0;0;1;0;1
2020;699;2;798;362.0;2;1;2;1;2;2;0;0;0;0;1
2020;382;9;382;288.5;1;1;2;8;9;9;0;1;1;0;1
2020;570;8;597;0.0;1;1;1;5;5;5;0;0;1;0;0
2020;721;1;778;465.5;2;1;1;2;5;5;0;0;1;0;0
2020;501;4;501;502.5;2;1;1;5;4;9;0;0;1;0;1
2020;699;3;776;475.5;2;1;1;7;9;7;0;0;1;0;1
2020;485;8;485;470.0;2;1;1;4;11;7;0;1;1;0;0
2020;423;9;423;0.0;1;1;1;3;7;7;0;1;1;0;0
2020;559;10;559;482.5;2;1;1;7;11;10;0;0;1;0;1
2020;490;7;493;412.5;2;1;2;10;7;11;0;0;0;0;1
2020;642;2;676;482.0;2;1;2;4;9;7;0;1;1;0;0
2020;706;3;723;573.0;2;1;1;3;10;11;0;0;1;0;0
2020;760;1;811;592.5;2;1;1;1;7;7;0;0;1;0;0
2020;549;6;569;473.0;2;2;1;5;7;7;0;0;1;0;1
2020;391;8;391;359.0;2;1;1;3;3;4;0;0;0;0;0
2020;732;3;742;644.5;1;2;1;10;11;12;0;0;1;0;1
2020;753;2;774;628.0;1;1;1;5;10;11;0;0;1;0;0
2020;577;6;588;474.0;2;2;1;7;7;7;0;0;1;0;1
2020;760;1;790;462.0;2;1;1;3;5;5;0;0;0;0;0
2020;624;7;624;536.5;2;1;1;2;10;8;0;0;0;0;1
2020;549;4;563;469.0;1;2;1;9;10;8;0;0;0;0;1
2020;753;1;762;670.5;1;1;1;3;11;11;0;0;0;0;1
2020;570;5;582;497.5;1;2;1;8;7;7;0;0;1;1;1
2020;753;3;786;573.5;1;2;2;10;12;11;0;0;1;0;1
2020;506;7;506;522.5;2;2;1;10;7;7;0;0;0;0;0
2020;743;1;786;547.0;2;1;1;8;11;12;0;0;1;0;0
2020;663;2;699;636.0;2;1;1;5;7;7;0;0;1;0;1
2020;446;6;446;0.0;1;1;1;1;6;6;0;0;1;0;0
2020;523;7;526;507.5;2;1;1;5;8;8;0;0;1;0;0
2020;664;2;737;482.5;2;1;1;3;6;6;0;1;1;0;0
2020;637;1;651;536.0;1;1;1;7;10;9;0;0;1;0;1
2020;614;3;667;477.0;2;1;1;5;7;7;0;1;0;0;0
2020;603;8;603;537.5;2;1;1;8;12;7;0;0;1;0;1
2020;561;4;570;462.5;2;1;1;6;9;9;0;1;1;0;0
2020;700;1;789;546.5;2;1;1;5;7;7;0;1;1;0;1
2020;517;9;517;533.0;1;1;1;6;11;9;0;0;1;0;1
2020;609;6;611;496.0;2;1;1;1;5;5;0;0;1;0;0
2020;689;2;705;409.5;2;1;1;2;5;7;0;0;0;0;0
2020;603;7;603;592.5;2;2;1;7;11;11;0;0;1;0;0
2020;635;4;661;506.5;1;2;1;8;11;11;0;0;1;0;1
2020;566;6;581;285.5;2;2;1;5;7;7;0;0;1;0;0
2020;538;8;538;475.0;2;2;1;5;9;8;0;0;1;0;0
2020;631;3;702;448.5;1;1;1;8;5;5;0;0;0;0;0
2020;582;2;608;429.5;1;2;1;9;8;8;0;1;0;0;0
2020;641;3;665;425.5;1;1;1;2;5;5;0;0;1;0;0
2020;695;2;772;0.0;2;3;1;8;4;4;0;0;0;0;0
2020;663;5;669;607.5;1;1;1;4;7;7;0;0;0;0;0
2020;603;6;603;561.0;1;2;1;8;11;7;0;0;1;0;0
2020;577;7;591;418.5;1;1;1;4;8;10;0;0;1;0;1
2020;652;5;666;543.0;2;2;1;9;10;9;0;0;1;0;0
2020;609;3;659;350.5;2;2;3;6;8;7;0;0;1;0;1
2020;426;10;426;553.0;2;1;1;8;8;9;0;0;0;0;0
2020;656;2;733;542.5;1;2;3;6;8;7;0;0;1;0;1
2020;587;6;587;598.0;1;1;1;4;9;9;0;0;1;0;0
2020;652;6;657;515.5;2;2;1;9;11;12;0;0;1;0;0
2020;559;8;559;503.0;1;1;2;10;9;9;0;0;1;1;0
2020;474;5;479;374.5;1;1;1;1;5;5;0;1;0;0;0
2020;587;6;590;496.5;2;1;1;1;5;5;0;0;1;0;0
2020;764;3;781;644.5;2;2;1;10;11;11;0;0;1;0;0
2020;678;5;693;504.5;1;1;2;3;10;9;0;0;1;0;1
2020;598;4;614;559.5;2;2;1;5;7;9;0;0;0;0;0
2020;678;2;706;507.5;1;1;1;2;9;5;0;0;0;0;1
2020;631;2;652;415.0;2;1;1;6;11;11;0;0;0;0;0
2020;437;10;437;477.0;2;1;2;3;10;8;0;0;1;0;0
2020;513;9;513;521.5;1;1;1;3;9;5;0;0;1;0;0
2020;581;3;669;546.5;1;2;1;3;7;8;0;0;1;0;0
2020;472;9;472;462.5;1;2;1;3;6;6;0;0;0;0;0
2020;403;9;403;0.0;2;1;4;1;4;5;0;0;1;0;1
2020;695;3;730;571.0;2;1;1;3;5;8;0;0;1;0;1
2020;621;6;652;421.0;2;1;1;5;9;5;0;1;0;0;0
2020;771;2;786;637.5;2;1;1;8;10;10;0;0;0;0;1
2020;389;10;389;398.5;1;1;1;10;7;7;0;1;0;0;0
2020;749;5;763;606.5;2;1;1;7;11;10;0;0;1;0;0
2020;343;10;343;462.5;1;1;1;8;9;9;0;1;1;0;0
2020;570;7;581;442.0;1;2;1;8;10;10;0;0;1;0;1
2020;460;9;466;0.0;2;3;1;1;2;2;0;0;0;0;0
2020;678;5;685;676.5;1;1;1;10;10;12;0;0;1;0;1
2020;674;3;729;473.0;2;1;1;1;5;5;0;1;1;0;0
2020;504;6;513;0.0;2;1;1;1;7;5;0;1;0;0;0
2020;566;6;572;568.5;1;1;1;4;10;10;0;0;1;0;0
2020;366;10;366;392.0;1;1;1;4;11;11;0;1;1;0;0
2020;656;3;665;452.5;2;1;1;5;7;7;0;0;0;0;0
2020;678;3;697;491.0;2;2;1;5;7;7;0;0;1;0;1
2020;346;9;346;401.0;1;2;1;1;7;7;0;0;0;0;0
2020;674;4;683;659.0;2;1;1;8;11;10;0;0;1;0;0
2020;717;1;784;564.0;1;1;2;4;7;7;0;0;1;0;0
2020;727;2;750;561.5;2;1;1;1;9;7;0;0;0;0;0
2020;754;1;850;537.0;2;1;1;2;8;5;0;1;0;0;0
2020;657;2;752;409.5;2;1;1;9;7;10;0;1;1;0;1
2020;689;2;713;451.0;2;1;1;2;5;6;0;0;0;0;0
2020;546;10;546;429.5;2;1;1;1;9;7;0;1;1;0;0
2020;635;9;635;584.0;1;2;1;10;12;11;0;0;1;0;1
2020;348;10;348;447.5;1;1;1;3;7;9;0;1;0;0;0
2020;587;8;589;594.5;2;1;1;6;11;7;0;0;1;0;0
2020;435;8;435;0.0;1;2;2;5;7;7;0;1;0;0;0
2020;495;8;495;0.0;1;2;1;3;11;9;0;0;1;0;1
2020;556;4;571;496.5;1;1;1;6;11;7;0;1;0;0;0
2020;508;5;526;0.0;1;1;3;1;7;7;0;1;0;1;1
2020;587;5;595;387.0;2;1;1;1;10;7;0;0;1;0;1
2020;570;6;579;487.0;2;1;1;8;9;11;0;0;1;0;1
2020;835;1;850;770.5;1;1;1;10;11;11;0;0;1;0;0
2020;613;7;636;444.5;2;1;1;10;7;7;0;0;1;0;1
2020;479;8;479;507.5;1;1;2;6;7;11;0;0;1;0;1
2020;732;2;743;606.5;1;2;1;7;7;7;0;0;1;0;1
2020;678;4;684;579.0;1;1;2;2;7;10;0;0;1;0;0
2020;668;1;708;536.0;1;1;1;7;8;8;0;1;0;0;0
2020;528;8;528;492.5;1;1;1;9;12;9;0;0;1;1;0
2020;781;2;803;542.5;1;1;2;3;7;7;0;0;0;0;1
2020;635;4;667;505.0;2;2;2;4;8;8;0;0;0;0;0
2020;523;9;523;374.5;2;1;1;1;6;5;0;0;1;0;0
2020;667;3;713;548.0;2;1;1;1;10;6;0;0;1;0;1
2020;613;7;613;596.5;1;1;2;9;9;11;0;0;1;0;0
2020;721;1;814;419.0;2;1;1;9;10;7;0;0;1;0;1
2020;609;2;647;552.0;1;1;1;1;7;7;0;0;1;0;0
2020;387;9;387;463.0;1;2;1;3;6;4;0;0;1;0;1
2020;451;8;451;388.5;1;1;1;10;2;2;0;1;0;0;0
2020;391;10;392;0.0;2;1;2;1;11;4;0;0;1;0;0
2020;592;4;669;537.5;1;4;1;1;4;4;0;0;1;0;0
2020;621;6;652;415.0;1;1;2;1;9;7;0;1;0;0;0
2020;641;5;680;629.0;1;1;1;4;7;10;0;0;1;0;1
2020;689;3;751;663.5;1;3;1;10;12;12;0;0;1;0;0
2020;764;2;820;512.5;2;1;1;7;7;7;0;0;1;0;1
2020;743;1;792;460.5;2;1;1;2;6;5;0;1;0;0;0
2020;796;1;832;779.5;2;2;1;8;11;12;0;0;1;1;0
2020;513;7;513;582.5;2;1;1;3;7;5;0;0;1;0;0
2020;732;6;744;617.0;1;2;1;10;11;11;0;0;1;0;0
2020;620;6;621;527.5;1;1;1;5;7;11;0;0;1;0;1
2020;646;4;663;603.0;1;1;1;4;9;9;0;0;1;0;0
2020;497;6;497;0.0;2;1;1;2;5;4;0;1;1;0;0
2020;807;1;850;619.0;1;2;1;3;5;5;0;1;1;0;0
2020;625;4;663;369.5;1;1;2;4;9;8;0;1;1;0;0
2020;641;2;672;426.0;2;1;1;10;11;7;0;0;1;0;0
2020;771;1;835;613.0;2;1;1;3;9;11;0;0;1;0;0
2020;624;3;830;514.5;1;1;1;1;7;7;0;0;1;0;1
2020;570;4;587;456.0;2;1;2;5;9;9;0;0;1;0;0
2020;667;3;728;478.0;1;1;1;2;7;8;0;0;1;0;0
2020;771;1;811;649.5;1;1;1;2;5;7;0;0;0;0;0
2020;635;2;660;348.0;2;1;1;2;5;4;0;0;1;0;0
2020;679;2;722;0.0;1;2;1;1;7;7;0;1;1;0;0
2020;527;4;550;343.5;2;1;2;2;5;10;0;0;0;0;0
2020;743;2;804;597.5;2;1;1;8;9;5;0;0;0;0;0
2020;695;2;723;601.0;1;1;1;4;7;7;0;0;1;0;0
2020;706;2;724;527.0;1;1;1;6;7;7;0;0;0;0;0
2020;581;6;585;520.0;2;2;2;10;11;11;0;0;1;0;0
2020;739;1;819;0.0;2;1;1;1;5;5;0;1;0;0;0
2020;609;10;609;584.0;2;2;3;9;11;11;0;0;1;0;0
2020;609;4;621;452.5;2;1;1;3;7;7;0;0;1;0;0
2020;528;7;528;541.5;1;2;1;10;10;11;0;0;1;0;0
2020;727;5;736;628.0;2;1;2;9;11;11;0;0;1;0;1
2020;803;2;815;683.5;1;2;1;10;11;12;0;0;1;0;0
2020;535;5;548;460.0;2;2;1;3;7;7;0;1;1;0;1
2020;479;10;479;420.0;1;1;1;2;7;7;0;0;1;1;1
2020;678;4;705;558.5;2;1;1;5;12;11;0;0;1;0;1
2020;566;8;566;440.5;2;1;1;7;7;11;0;0;1;0;0
2020;332;10;332;383.0;1;1;1;2;5;5;0;1;0;0;0
2020;556;6;567;331.0;1;1;1;1;7;7;0;1;1;0;0
2020;678;4;702;539.5;2;1;2;3;10;10;0;0;1;0;0
2020;689;2;722;527.5;2;1;2;2;5;7;0;0;1;0;0
2020;444;10;444;358.0;2;1;1;1;9;7;0;0;1;0;0
2020;771;1;792;673.0;1;1;1;4;10;10;0;0;1;0;0
2020;678;2;707;657.0;2;1;1;7;10;11;0;0;1;0;0
2020;495;10;495;499.5;2;1;1;6;10;10;0;0;1;0;1
2020;426;7;426;371.5;2;1;1;8;9;7;0;0;1;0;1
2020;722;1;787;514.5;2;1;1;1;5;7;0;1;0;0;0
2020;517;8;517;564.5;1;1;1;1;7;7;0;0;1;0;0
2020;414;10;414;473.0;1;1;1;2;7;7;0;0;1;0;0
2020;555;6;565;496.0;1;4;1;6;7;7;0;0;0;0;1
2020;614;1;692;329.0;1;1;1;1;10;8;0;1;1;0;0
2020;743;1;772;645.0;1;2;1;9;12;10;0;0;1;0;1
2020;641;4;651;515.0;1;1;1;5;10;7;0;0;0;0;1
2020;695;5;710;622.5;1;1;1;10;11;12;0;0;1;0;0
2020;652;3;677;543.5;2;1;2;7;7;10;0;0;1;0;0
2020;610;1;655;494.5;1;1;2;3;9;9;0;1;1;0;1
2020;589;2;610;467.5;1;1;1;3;9;7;0;1;1;0;1
2020;796;1;850;0.0;2;1;3;7;10;7;0;0;0;0;1
2020;727;1;764;553.5;2;1;1;7;11;7;0;0;1;0;0
2020;609;3;630;316.0;2;1;2;7;5;7;0;0;0;0;0
2020;796;1;822;697.0;1;1;2;10;11;11;0;0;1;0;1
2020;667;2;713;570.0;1;1;1;3;9;7;0;0;0;0;0
2020;417;9;417;0.0;1;1;2;3;9;5;0;1;0;0;1
2020;631;2;671;634.5;1;2;1;9;11;11;0;0;1;0;0
2020;803;1;850;499.5;2;1;2;2;9;7;0;0;0;0;0
2020;753;3;765;685.5;2;1;1;10;8;11;0;0;1;0;0
2020;717;1;786;554.0;2;1;1;3;9;10;0;0;1;0;1
2020;699;6;717;638.0;2;4;1;10;11;11;0;0;1;0;1
2020;732;2;752;578.5;1;1;1;1;9;9;0;0;0;0;0
2020;515;7;521;474.5;1;2;3;9;11;10;0;1;1;0;0
2020;592;8;592;511.5;1;1;1;2;11;10;0;0;1;0;1
2020;535;5;586;393.5;2;1;1;1;5;9;0;1;1;0;1
2020;598;10;598;518.5;2;1;1;9;11;8;0;0;1;0;0
2020;426;10;426;442.5;2;1;1;1;7;9;0;0;1;0;0
2020;689;1;727;389.5;1;2;1;8;7;10;0;1;1;0;0
2020;570;8;574;380.0;1;1;1;1;5;5;0;0;0;0;0
2020;706;2;725;642.0;1;2;1;10;12;12;0;0;1;0;0
2020;796;1;839;575.5;2;1;3;8;11;11;0;0;0;0;0
2020;577;6;585;414.5;2;1;1;8;9;7;0;0;1;0;0
2020;674;2;705;345.5;2;1;1;1;7;5;0;0;0;0;0
2020;706;4;746;504.5;2;3;1;8;10;7;0;0;1;0;0
2020;727;2;743;683.5;1;1;1;5;8;7;0;0;0;0;0
2020;566;5;569;504.0;2;1;3;7;9;7;0;0;1;0;0
2020;667;2;759;546.0;2;1;1;1;7;7;0;0;1;0;1
2020;460;7;460;363.0;2;1;1;1;9;7;0;0;0;1;1
2020;684;3;730;0.0;2;1;1;10;11;12;0;0;1;0;1
2020;689;2;723;427.5;2;1;1;2;10;7;0;0;1;0;0
2020;577;7;590;502.5;1;1;1;1;7;7;0;0;0;0;0
2020;753;4;774;763.0;1;1;3;10;11;11;0;0;1;0;1
2020;631;2;668;0.0;1;1;1;4;5;9;0;1;0;0;0
2020;609;4;624;511.5;2;1;1;7;5;5;0;0;1;0;1
2020;359;10;359;0.0;2;1;3;1;7;7;0;1;0;0;0
2020;667;3;679;558.5;2;1;2;6;11;7;0;0;0;0;1
2020;609;6;609;549.5;1;1;1;8;7;11;0;0;1;0;0
2020;781;1;811;770.5;1;2;1;6;12;7;0;0;1;0;1
2020;657;3;695;520.5;2;1;2;1;5;7;0;1;1;0;1
2020;613;6;615;571.5;1;1;1;5;10;9;0;0;1;0;1
2020;679;3;703;0.0;2;1;1;1;5;5;0;1;1;0;0
2020;570;3;610;449.0;1;1;1;1;9;7;0;0;1;0;0
2020;556;3;712;438.0;1;1;1;2;7;10;0;1;0;0;1
2020;667;4;678;471.5;2;2;4;10;11;12;0;0;1;0;1
2020;722;1;809;631.0;2;1;1;8;7;7;0;1;1;0;1
2020;786;2;835;690.5;2;1;1;10;12;11;0;0;1;0;0
2020;646;3;688;497.5;2;1;1;1;7;9;0;0;1;0;0
2020;781;1;850;631.0;1;1;2;4;7;5;0;0;1;0;0
2020;814;1;840;652.0;2;2;1;10;12;12;0;0;1;0;0
2020;771;1;847;465.0;2;1;1;3;5;5;0;0;0;0;0
2020;786;1;850;584.0;2;1;1;3;4;4;0;0;1;0;0
2020;535;3;561;429.5;2;1;1;3;7;5;0;1;1;0;1
2020;517;9;517;412.0;2;1;2;8;7;10;0;0;1;0;1
2020;749;1;787;609.0;1;1;1;4;7;5;0;0;0;0;0
2020;635;2;683;444.0;1;1;1;5;7;7;0;0;1;0;0
2020;587;7;587;276.5;2;1;1;4;5;5;0;0;0;0;0
2020;483;8;483;476.5;1;1;1;2;6;6;0;0;1;0;1
2020;506;8;510;368.0;1;1;1;2;5;5;0;0;1;0;0
2020;749;4;758;705.5;2;1;1;10;11;11;0;0;1;0;0
2020;570;6;577;508.0;2;2;4;5;8;10;0;0;1;0;1
2020;555;6;564;377.5;2;1;3;1;10;7;0;0;1;0;1
2020;732;4;767;731.0;1;2;1;9;11;11;0;0;1;0;0
2020;528;8;528;463.0;1;1;2;6;7;7;0;0;1;0;0
2020;513;8;513;537.5;1;2;2;8;9;7;0;0;1;0;1
2020;485;6;485;491.5;1;1;1;1;5;5;0;1;1;0;1
2020;678;2;745;560.5;2;1;1;6;9;10;0;0;1;0;0
2020;749;3;759;715.5;1;2;1;10;12;12;0;0;1;0;0
2020;592;8;592;479.0;2;1;1;10;11;11;0;0;1;0;0
2020;513;5;513;326.5;2;1;2;2;10;5;0;0;1;0;0
2020;449;10;449;0.0;2;2;1;8;11;10;0;0;1;0;1
2020;539;3;544;0.0;1;1;1;2;7;7;0;1;1;0;0
2020;663;2;694;467.5;2;1;3;3;10;11;0;0;1;0;1
2020;571;4;579;487.5;2;1;1;3;11;11;0;1;1;0;1
2020;506;6;517;0.0;2;1;1;8;9;5;0;0;0;0;0
2020;566;6;566;449.5;1;1;1;1;7;7;0;0;1;0;1
2020;495;9;495;415.0;1;1;2;8;8;8;0;0;0;0;1
2020;635;6;635;519.0;1;2;1;8;11;10;0;0;1;0;0
2020;460;9;461;368.5;2;1;1;7;9;11;0;0;1;0;1
2020;490;9;490;564.5;2;1;1;1;11;11;0;0;0;0;0
2020;550;3;589;446.0;2;1;1;2;5;5;0;1;1;0;1
2020;534;7;534;326.5;2;4;1;5;7;7;0;0;1;0;0
2020;497;7;511;484.5;2;1;1;3;7;7;0;1;1;0;0
2020;570;6;570;491.0;1;1;1;7;9;7;0;0;1;0;0
2020;814;1;833;778.0;2;1;1;7;10;11;0;0;1;0;0
2020;549;6;549;561.5;1;1;1;8;10;7;0;0;1;0;1
2020;792;1;824;758.0;1;2;1;4;11;11;0;0;1;0;1
2020;707;1;774;457.5;2;4;1;1;8;8;0;1;1;1;1
2020;495;8;497;388.5;2;2;1;9;10;11;0;0;0;0;1
2020;506;9;506;396.0;2;1;1;7;8;7;0;0;1;0;0
2020;581;5;588;492.5;1;1;1;8;7;11;0;0;1;0;0
2020;528;9;528;449.0;2;1;1;3;6;5;0;0;0;0;0
2020;818;1;850;776.0;1;1;1;10;11;11;0;0;1;0;1
2020;444;8;444;346.5;1;1;1;7;7;10;0;0;1;0;1
2020;382;9;382;388.5;1;1;1;6;10;7;0;1;0;0;0
2020;695;1;775;606.0;1;3;1;5;9;11;0;0;0;0;0
2020;614;3;641;576.0;1;2;2;10;10;9;0;1;0;0;0
2020;587;4;594;460.5;1;1;1;1;7;7;0;0;0;0;1
2020;775;1;824;699.5;2;2;2;10;11;12;0;0;1;0;0
2020;570;8;570;531.0;1;1;2;3;10;10;0;0;0;0;0
2020;749;3;772;646.5;2;1;1;10;12;7;0;0;1;0;1
2020;449;9;449;0.0;1;1;1;3;11;5;0;0;1;0;0
2020;437;7;438;507.5;2;2;1;1;5;6;0;0;0;0;1
2020;570;1;638;612.0;1;1;1;2;9;10;0;0;1;0;1
2020;642;2;666;363.0;2;1;1;8;10;7;0;1;0;0;1
2020;549;8;553;358.0;1;1;1;2;7;7;0;0;0;0;0
2020;449;8;449;487.0;1;1;1;4;7;8;0;0;1;0;0
2020;400;8;400;0.0;1;1;1;1;5;5;0;1;1;0;1
2020;635;3;651;434.0;1;1;1;2;7;7;0;0;0;0;0
2020;721;2;759;606.0;2;1;1;1;5;5;0;0;1;0;0
2020;656;5;656;639.5;1;2;2;8;5;6;0;0;1;0;0
2020;668;1;752;487.0;1;2;1;4;7;9;0;1;1;0;0
2020;523;8;523;285.0;2;1;1;1;10;10;0;0;1;0;1
2020;501;2;501;0.0;1;1;1;2;7;7;0;0;1;0;1
2020;717;4;726;530.0;1;1;1;5;9;11;0;0;0;0;1
2020;515;6;515;379.5;2;1;1;1;5;4;0;1;0;0;1
2020;587;5;629;513.0;1;1;2;3;10;10;0;0;1;0;1
2020;479;10;479;0.0;1;1;2;4;7;8;0;0;1;0;0
2020;394;9;394;398.5;1;1;1;6;7;7;0;1;1;0;0
2020;721;2;756;583.0;2;1;1;2;8;8;0;0;1;0;1
2020;663;4;676;553.0;2;1;1;3;7;5;0;0;1;0;1
2020;620;4;650;388.5;2;2;1;6;9;7;0;0;1;0;1
2020;695;4;734;444.0;2;1;1;2;5;5;0;0;1;0;0
2020;652;5;662;617.0;1;1;2;6;11;7;0;0;1;0;0
2020;717;1;837;449.5;2;1;2;3;7;7;0;0;1;0;1
2020;646;4;655;531.5;2;1;1;2;5;5;0;0;1;0;0
2020;684;5;695;671.0;1;1;1;3;11;11;0;0;0;0;1
2020;460;8;460;0.0;1;1;1;5;7;9;0;0;0;0;0
2020;717;1;837;502.5;2;1;2;3;7;7;0;0;1;0;1
2020;624;3;656;547.0;2;1;1;1;9;8;0;0;1;0;1
2020;749;1;842;620.0;2;1;1;8;7;7;0;0;1;0;0
2020;405;8;406;0.0;2;1;1;1;2;9;0;1;0;0;0
2020;678;4;732;542.5;2;2;3;10;8;11;0;0;1;0;1
2020;631;6;633;600.5;2;2;1;9;11;11;0;0;1;0;1
2020;743;5;759;606.5;2;2;2;10;11;12;0;0;1;0;1
2020;609;6;619;400.5;1;1;1;4;7;11;0;0;1;0;1
2020;582;3;596;332.0;2;1;1;1;5;7;0;1;1;0;0
2020;515;5;522;383.0;2;1;1;1;5;7;0;1;0;0;1
2020;456;7;456;386.5;1;1;1;4;7;7;0;0;1;0;0
2020;614;3;632;425.5;2;1;1;5;7;7;0;1;0;0;0
2020;539;3;563;452.5;2;1;1;4;9;7;0;1;1;0;1
2020;807;1;833;606.0;2;1;1;2;8;10;0;0;1;0;0
2020;483;9;483;452.0;1;1;1;4;9;10;0;0;1;0;1
2020;534;8;534;525.5;1;1;1;7;10;11;0;0;0;0;1
2020;689;4;696;464.5;2;1;1;3;7;5;0;0;0;0;0
2020;587;6;604;601.0;2;1;1;1;9;7;0;0;1;0;1
2020;513;8;513;398.0;1;1;1;1;5;5;0;0;1;0;1
2020;635;8;635;492.5;1;2;3;4;7;7;0;0;0;0;0
2020;589;2;628;569.0;1;1;1;8;7;5;0;1;1;0;1
2020;656;4;671;554.0;1;2;1;8;11;11;0;0;1;0;0
2020;528;7;528;483.5;1;1;1;1;7;7;0;0;0;0;0
2020;674;3;735;535.5;2;2;1;10;11;11;0;0;1;0;1
2020;732;2;757;701.5;2;2;1;9;11;11;0;0;1;0;1
2020;538;8;538;385.5;1;1;1;3;9;7;0;0;1;0;1
2020;535;6;535;449.0;1;3;2;4;7;5;0;1;0;1;0
2020;668;3;689;0.0;2;1;1;2;5;5;0;1;0;0;0
2020;620;6;621;647.5;1;2;1;9;11;10;0;0;1;0;0
2020;764;2;772;561.5;2;1;1;6;7;7;0;0;1;0;0
2020;749;1;781;515.0;2;1;1;1;4;5;0;0;1;0;1
2020;749;1;827;648.5;2;1;1;9;10;10;0;0;1;0;1
2020;667;3;710;619.5;1;1;1;4;11;5;0;0;0;0;0
2020;749;1;794;620.0;2;2;1;8;7;11;0;0;1;0;0
2020;444;10;444;399.0;1;1;2;8;10;9;0;0;1;0;1
2020;647;3;687;460.5;2;2;1;6;5;5;0;1;1;0;0
2020;603;7;603;358.0;1;1;1;9;11;11;0;0;1;0;1
2020;571;3;603;538.5;2;1;1;6;7;7;0;1;1;0;0
2020;456;8;456;412.5;2;4;1;4;9;7;0;0;1;0;1
2020;571;5;590;478.5;1;1;1;7;7;10;0;1;1;0;1
2020;636;3;666;444.0;2;1;1;1;5;7;0;1;0;0;0
2020;577;8;577;478.5;2;1;1;6;9;8;0;0;1;0;1
2020;652;4;672;527.5;2;1;1;4;4;4;0;0;1;0;1
2020;513;9;513;569.5;1;1;1;2;7;7;0;0;1;0;1
2020;753;2;799;607.0;2;1;1;1;5;5;0;0;0;0;0
2020;689;1;771;0.0;1;1;1;1;9;7;0;1;0;0;0
2020;625;4;666;356.5;2;1;1;1;7;11;0;1;1;0;1
2020;699;3;711;608.5;2;1;1;5;7;9;0;0;1;0;0
2020;786;1;839;719.5;2;2;1;10;10;10;0;0;1;0;0
2020;667;5;698;492.0;1;1;1;7;10;8;0;0;1;0;0
2020;534;8;534;457.5;2;2;1;7;7;7;0;0;1;0;1
2020;764;1;850;577.0;1;1;1;3;10;7;0;0;1;0;1
2020;695;3;768;442.0;2;1;1;2;7;5;0;0;1;0;0
2020;631;4;705;482.0;2;1;1;1;5;7;0;1;1;0;0
2020;635;6;638;533.5;2;1;1;10;11;8;0;0;1;0;0
2020;674;5;680;554.5;2;2;1;5;8;8;0;0;0;0;0
2020;506;7;506;481.0;2;1;1;1;9;7;0;0;1;0;0
2020;695;4;708;683.5;2;2;1;9;12;11;0;0;1;0;0
2020;570;3;591;460.5;2;1;2;2;11;7;0;0;1;0;1
2020;485;8;485;330.0;1;2;2;8;7;7;0;1;1;0;0
2020;437;10;437;418.0;2;1;1;1;7;7;0;0;1;0;0
2020;674;1;735;0.0;2;1;1;2;5;5;0;1;1;0;0
2020;368;10;368;401.0;1;1;4;3;8;8;0;0;1;1;1
2020;592;3;619;440.5;2;1;1;2;7;10;0;0;1;0;0
2020;513;8;513;439.5;1;3;2;4;7;7;0;0;1;0;0
2020;506;9;506;455.0;1;1;1;1;9;11;0;0;1;0;0
2020;739;1;841;513.0;2;1;1;1;7;7;0;1;1;0;0
2020;646;5;658;573.0;1;1;1;8;10;12;0;0;1;0;0
2020;738;2;746;633.5;1;1;1;3;7;10;0;0;0;0;1
2020;603;6;616;458.5;2;1;1;3;7;7;0;0;1;0;1
2020;663;5;665;564.0;2;1;1;6;10;11;0;0;1;0;0
2020;451;8;451;424.0;1;1;1;1;9;5;0;1;1;0;0
2020;571;3;600;475.5;2;1;1;1;5;5;0;1;0;0;0
2020;689;4;708;541.0;1;1;1;3;7;7;0;0;1;0;0
2020;667;2;713;531.0;2;1;1;3;7;10;0;0;1;0;1
2020;581;6;582;424.0;1;1;2;1;7;7;0;0;0;0;0
2020;587;3;598;0.0;2;3;1;9;10;11;0;0;1;0;0
2020;760;2;850;562.5;1;2;2;5;10;9;0;0;0;0;1
2020;792;1;850;542.5;2;2;2;2;6;6;0;0;1;0;1
2020;667;1;713;470.0;2;1;1;1;5;5;0;0;0;0;0
2020;423;7;423;347.5;1;1;1;1;9;10;0;1;1;0;0
2020;456;9;456;369.0;1;1;2;1;5;5;0;0;1;0;0
2020;570;5;590;513.5;2;1;1;2;5;5;0;0;0;0;0
2020;753;1;823;592.0;2;1;2;3;7;9;0;0;1;0;1
