GRADUATION_YEAR;SCORE_NEM;GRADE_PERCENTILE;SCORE_RANKING;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;706;1;760;648.5;1;1;1;3;7;7;0;0;1;0;1
2020;695;4;777;0.0;2;2;1;3;6;6;0;0;1;0;0
2020;613;4;614;410.5;2;2;1;6;7;5;0;0;0;0;0
2020;603;2;630;489.5;2;1;1;7;5;5;0;0;0;0;1
2020;667;5;673;596.5;1;1;1;9;11;11;0;0;0;0;0
2020;467;9;467;384.0;2;1;1;4;10;9;0;0;1;0;1
2020;743;3;771;491.5;2;1;1;9;10;7;0;0;1;0;1
2020;667;6;667;618.5;1;2;1;10;10;12;0;0;1;0;1
2020;567;3;672;0.0;2;3;1;3;5;5;0;1;0;0;0
2020;508;8;531;0.0;1;1;1;4;5;6;0;1;0;0;0
2019;495;8;495;542.5;2;1;1;1;9;5;0;0;1;0;0
2020;728;1;803;466.0;1;1;2;3;5;8;0;1;1;0;0
2020;696;1;772;537.5;2;1;1;6;9;7;0;1;1;0;0
2020;721;3;740;620.5;2;1;1;10;11;11;0;0;1;0;0
2020;739;1;810;473.0;1;2;1;9;9;9;0;1;1;0;0
2020;529;5;546;438.0;1;1;1;2;4;4;0;1;0;0;0
2020;592;8;592;569.0;2;2;1;4;11;11;0;0;1;0;1
2020;582;6;638;0.0;1;3;1;10;5;7;0;1;0;0;0
2020;620;6;620;405.5;2;1;1;9;11;5;0;0;1;0;1
2020;490;8;490;399.5;1;1;1;8;7;7;0;0;1;0;0
2020;534;6;534;435.5;2;1;1;5;6;6;0;0;1;0;0
2020;674;2;727;442.0;1;2;1;1;7;11;0;0;1;0;0
2020;577;6;578;454.5;2;2;1;5;10;7;0;0;1;0;1
2020;598;5;598;369.0;1;1;2;1;7;5;0;0;1;0;0
2020;624;5;628;419.5;2;1;1;5;4;4;0;0;1;0;0
2020;566;7;566;601.0;2;1;1;4;7;5;0;0;1;0;0
2020;570;6;574;460.0;2;1;1;8;8;5;0;0;1;0;1
2020;781;1;795;619.0;2;1;2;2;11;7;0;0;1;0;1
2020;523;7;523;499.5;2;1;1;8;9;7;0;0;1;0;0
2020;534;5;534;494.5;2;1;1;7;11;11;0;0;1;0;1
2020;581;4;591;433.0;1;2;1;8;5;5;0;0;0;0;0
2020;609;6;619;537.5;1;1;1;1;7;7;0;0;0;0;0
2020;668;2;704;342.0;2;1;1;1;9;5;0;1;1;0;0
2020;727;2;752;583.0;2;1;1;1;8;7;0;0;0;0;0
2020;519;7;519;364.5;2;1;1;4;7;9;0;1;1;0;1
2020;577;5;600;552.0;2;3;1;3;7;9;0;0;1;0;1
2020;678;3;728;350.5;1;1;1;8;9;9;0;0;1;0;1
2020;663;7;664;535.5;1;2;1;8;12;12;0;0;1;0;1
2020;549;9;549;470.0;2;1;1;2;10;11;0;0;1;0;0
2020;722;2;803;470.0;2;1;1;2;5;9;0;1;1;0;0
2020;567;4;570;393.5;2;1;1;9;7;7;0;1;1;0;0
2020;474;6;474;429.0;1;1;1;8;7;7;0;1;1;0;0
2020;501;8;501;409.0;1;1;1;2;7;7;0;0;1;0;0
2020;501;6;501;496.5;1;1;1;5;9;11;0;0;1;0;1
2020;492;8;492;446.0;2;1;1;3;5;5;0;1;0;0;0
2020;412;8;412;404.5;1;1;2;8;7;7;0;1;1;0;1
2020;663;5;668;575.5;2;1;2;2;10;7;0;0;0;0;1
2020;674;6;678;522.0;2;2;2;8;7;7;0;0;0;0;1
2020;749;1;834;534.0;2;1;1;2;5;7;0;0;1;0;1
2020;593;5;621;444.0;2;1;1;2;11;7;0;1;1;0;0
2020;678;5;691;634.5;2;1;1;8;11;10;0;0;1;0;0
2020;689;2;732;606.5;2;1;1;5;8;8;0;1;1;0;0
2020;581;6;581;450.5;2;1;1;1;4;4;0;0;0;0;1
2020;538;9;538;505.0;2;2;1;7;10;10;0;0;1;0;1
2020;674;2;740;451.0;2;2;2;7;7;11;0;0;1;0;0
2020;668;1;716;554.0;1;2;1;1;5;9;0;1;0;0;0
2020;689;4;701;515.5;2;1;1;4;7;7;0;0;1;0;1
2020;437;10;437;516.5;1;1;1;5;10;7;0;0;1;0;1
2020;581;4;587;427.0;2;2;1;9;10;7;0;0;1;0;1
2020;699;2;714;577.0;2;1;1;8;7;7;0;0;1;0;0
2020;570;5;605;555.5;2;1;1;2;9;5;0;0;1;0;1
2020;775;1;850;588.5;2;2;1;8;11;11;0;0;1;0;1
2020;706;1;753;633.5;1;2;1;7;8;11;0;0;1;0;0
2020;561;3;623;509.5;2;1;1;3;7;9;0;1;1;0;1
2020;555;10;555;503.5;1;1;1;3;8;8;0;0;1;0;0
2020;423;10;423;413.5;2;1;1;8;7;8;0;1;0;0;0
2020;528;8;528;0.0;1;1;1;8;9;11;0;0;1;0;1
2020;506;9;506;659.0;2;1;2;2;8;10;0;0;1;0;0
2020;656;3;684;0.0;2;2;1;5;10;10;0;0;1;0;0
2020;699;2;731;634.0;2;1;1;7;11;7;0;0;1;0;1
2020;732;1;772;472.5;2;1;1;1;11;10;0;0;1;0;0
2020;456;9;456;0.0;1;1;1;3;10;5;0;0;1;0;1
2020;678;8;682;415.5;2;2;1;9;11;11;0;0;1;0;1
2020;771;2;793;678.5;2;1;2;9;10;11;0;0;1;0;1
2020;569;2;578;0.0;1;1;1;3;7;7;0;0;1;1;0
2020;559;9;559;424.0;1;1;3;10;4;4;0;0;1;0;0
2020;674;3;783;507.5;2;1;2;2;11;7;0;0;1;0;1
2020;695;1;779;342.5;2;1;1;2;4;4;0;0;0;0;0
2020;534;7;537;564.5;1;2;1;5;12;7;0;0;1;0;0
2020;786;1;850;681.5;2;1;1;5;8;7;0;0;1;0;1
2020;570;8;570;460.5;1;2;3;9;11;11;0;0;1;0;1
2020;792;1;810;584.5;2;1;1;2;7;7;0;0;1;0;0
2020;624;3;696;548.0;2;1;1;1;10;12;0;0;1;0;1
2020;515;8;515;442.0;1;1;1;1;5;7;0;1;1;0;0
2020;495;6;516;456.0;1;1;1;10;10;12;0;0;0;0;1
2020;620;3;642;493.5;1;1;1;2;10;7;0;0;1;0;0
2020;786;1;850;690.5;2;1;1;5;8;7;0;0;1;0;1
2020;495;8;495;524.0;1;1;1;2;7;11;0;0;1;0;1
2020;786;1;819;644.5;2;1;1;10;10;11;0;0;1;0;1
2020;414;10;414;457.5;2;2;1;4;10;9;0;0;0;0;1
2020;613;3;665;0.0;2;1;1;1;5;7;0;0;0;0;0
2020;781;2;813;747.5;1;1;3;8;10;11;0;0;1;0;0
2020;656;3;685;593.5;1;1;2;1;8;11;0;0;0;0;1
2020;753;1;796;648.0;2;1;1;1;6;8;0;0;1;0;1
2020;497;6;527;413.0;1;1;1;5;6;6;0;1;0;0;0
2020;519;3;559;391.5;1;1;1;2;5;8;0;1;0;0;1
2020;631;3;653;460.0;2;1;2;1;4;4;0;1;1;0;0
2020;743;5;756;638.0;2;1;1;8;12;11;0;0;1;0;0
2020;764;2;801;534.0;1;1;1;4;9;11;0;0;1;0;0
2020;732;2;751;575.5;2;1;3;7;10;10;0;0;1;0;0
2020;743;1;844;505.0;2;1;1;1;7;7;0;0;0;0;0
2020;689;4;716;560.5;2;2;1;2;10;9;0;0;1;0;1
2020;775;1;821;681.5;1;2;2;9;11;9;0;0;1;0;1
2020;814;1;850;714.0;2;1;1;4;11;12;0;0;1;0;1
2020;566;6;577;489.5;1;1;1;1;9;9;0;0;1;0;0
2020;674;2;772;516.5;2;1;1;1;6;8;0;0;1;0;0
2020;538;8;538;542.0;1;1;1;5;11;9;0;0;1;0;0
2020;559;4;582;454.5;1;1;1;1;7;7;0;0;1;0;0
2020;620;4;632;494.5;2;1;2;3;10;7;0;0;0;0;1
2020;641;5;664;424.5;1;1;1;1;8;7;0;0;0;0;0
2020;400;9;400;473.0;1;1;1;7;11;7;0;1;1;0;1
2020;566;8;566;532.5;2;1;2;4;10;7;0;0;0;0;0
2020;641;1;680;584.0;1;2;2;5;10;10;0;0;0;0;0
2020;771;1;798;650.0;2;1;1;2;7;8;0;0;0;0;1
2020;764;2;778;711.5;2;2;1;10;11;11;0;0;1;0;0
2020;538;4;553;0.0;1;2;1;10;7;5;0;0;1;1;0
2020;796;1;825;696.0;1;2;1;10;10;11;0;0;1;0;0
2020;775;1;785;773.5;1;1;1;8;8;11;0;0;0;0;1
2020;559;5;559;507.5;1;1;1;5;7;7;0;0;1;0;0
2020;624;3;642;602.0;1;2;1;10;9;10;0;0;1;0;1
2020;814;1;850;609.0;2;1;1;3;5;5;0;0;1;0;0
2020;462;9;463;360.5;2;1;1;1;7;7;0;1;0;0;0
2020;529;7;531;449.5;2;2;2;8;11;5;0;1;0;0;0
2020;566;4;566;473.0;1;1;1;8;7;1;0;0;1;0;0
2020;567;7;567;0.0;1;1;1;9;8;7;0;1;0;0;0
2020;361;6;361;0.0;2;1;1;1;6;6;0;0;0;0;0
2020;706;1;756;516.5;2;1;1;3;7;10;0;0;1;0;1
2020;479;10;479;404.5;1;1;1;5;9;7;0;0;1;0;1
2020;437;10;437;0.0;2;3;1;10;10;7;0;0;1;0;0
2020;732;5;742;661.0;2;2;2;10;11;11;0;0;1;0;0
2020;567;5;573;0.0;2;1;1;6;10;5;0;1;1;0;1
2020;614;4;632;374.5;2;1;1;1;7;7;0;1;0;0;0
2020;721;2;820;563.5;1;1;1;7;7;11;0;0;1;0;0
2020;652;3;668;398.5;2;1;1;9;11;9;0;0;0;0;0
2020;534;7;534;429.0;1;1;1;1;5;6;0;0;1;0;0
2020;529;8;568;422.5;1;2;1;5;4;6;0;1;0;0;0
2020;727;4;750;598.5;1;2;1;10;11;11;0;0;1;0;1
2020;667;3;715;499.5;1;1;1;7;9;9;0;0;1;0;0
2020;781;2;805;669.5;1;2;2;10;11;12;0;0;1;0;0
2020;706;3;767;603.5;1;1;1;8;10;10;0;0;1;0;1
2020;749;1;850;629.5;2;1;1;9;10;11;0;0;1;0;0
2020;587;5;607;458.5;2;2;1;6;11;11;0;0;1;0;1
2020;764;1;844;549.0;2;1;3;7;8;11;0;0;1;0;0
2020;710;5;717;649.0;1;1;1;3;10;11;0;0;1;0;0
2020;587;6;587;453.0;2;1;2;10;7;11;0;0;1;0;0
2020;577;6;577;417.0;2;1;1;5;7;7;0;0;1;0;0
2020;807;1;850;673.0;1;2;3;3;6;6;0;0;1;0;1
2020;646;4;675;569.5;2;2;1;5;11;11;0;0;1;0;1
2020;646;5;660;556.5;2;1;2;8;10;11;0;0;1;0;1
2020;646;2;662;493.5;1;1;1;3;7;7;0;0;0;0;0
2020;555;5;555;434.0;2;1;3;2;5;5;0;0;0;0;1
2020;566;4;574;460.5;2;1;1;9;9;9;0;0;1;0;1
2020;433;10;433;535.5;1;1;2;10;2;4;0;0;1;0;1
2020;717;1;739;542.5;2;1;1;1;11;10;0;0;1;0;0
2020;668;1;723;551.0;1;2;1;3;7;5;0;1;1;0;1
2020;449;9;449;0.0;1;2;1;1;6;6;0;0;1;0;0
2020;456;10;456;380.5;1;2;1;8;9;7;0;0;1;1;1
2020;544;8;544;437.0;2;1;1;4;3;5;0;0;1;0;0
2020;555;6;569;423.5;2;1;1;4;7;7;0;0;1;0;0
2020;476;4;485;0.0;2;1;2;8;10;10;0;0;1;0;0
2020;685;3;749;499.5;1;2;1;6;11;11;0;1;1;0;0
2020;641;3;653;516.5;2;1;1;4;7;9;0;0;1;0;0
2020;610;2;664;456.0;1;1;1;3;9;9;0;1;1;0;1
2020;646;3;658;538.5;1;1;1;4;5;5;0;0;0;0;0
2020;566;5;591;377.5;2;1;1;2;8;7;0;0;1;0;1
2020;754;2;850;0.0;2;2;1;8;9;9;0;1;1;0;0
2020;641;3;668;387.0;2;2;3;10;7;9;0;0;0;0;1
2020;571;4;580;0.0;2;1;2;1;7;5;0;1;1;0;1
2020;624;3;632;584.0;2;1;3;1;10;11;0;0;1;0;0
2020;446;9;446;0.0;1;1;2;1;5;5;0;1;1;0;0
2020;577;6;583;554.5;2;2;1;8;12;10;0;0;1;0;0
2020;610;2;665;439.0;2;1;2;4;7;7;0;1;1;0;0
2020;598;2;648;0.0;2;1;1;3;5;11;0;0;1;0;0
2020;610;4;622;344.0;2;1;1;8;10;10;0;1;1;0;0
2020;749;3;774;647.5;2;1;2;1;11;11;0;0;1;0;0
2020;610;4;627;0.0;1;1;1;8;9;9;0;1;1;0;0
2020;620;5;625;502.5;2;1;1;5;10;10;0;0;1;0;0
2020;535;5;551;449.5;1;1;1;8;6;5;0;1;0;0;0
2020;685;2;738;351.5;1;1;1;8;7;9;0;1;1;0;1
2020;577;7;578;383.0;2;2;1;5;6;4;0;0;1;0;0
2020;721;2;728;635.0;1;2;2;3;7;7;0;0;0;0;1
2020;620;2;646;449.5;1;1;1;3;9;9;0;0;1;0;0
2020;539;5;563;426.5;1;1;1;6;7;5;0;1;0;0;0
2020;506;7;506;0.0;2;1;1;1;5;5;0;0;0;0;1
2020;706;1;736;537.5;1;1;1;1;9;7;0;0;1;0;0
2020;647;3;659;479.0;2;2;1;3;4;4;0;1;0;0;1
2020;517;7;517;383.0;2;1;1;4;9;10;0;0;0;0;0
2020;561;6;580;477.0;2;1;1;6;8;5;0;1;0;0;0
2020;449;10;449;480.5;1;2;1;9;10;7;0;0;1;1;0
2020;695;3;727;621.0;1;2;1;8;10;11;0;0;1;0;0
2020;685;1;770;610.0;1;1;1;9;9;7;0;1;1;0;0
2020;792;1;822;684.5;1;1;1;8;8;11;0;0;1;0;0
2020;717;1;746;558.5;1;2;1;8;10;10;0;0;1;0;0
2020;490;10;490;578.5;1;1;1;3;8;11;0;0;1;0;0
2020;678;5;721;578.0;1;1;1;8;8;9;0;0;1;0;0
2020;710;4;730;598.0;1;2;1;10;11;11;0;0;1;0;1
2020;534;8;534;590.0;1;2;1;10;10;9;0;0;1;0;1
2020;614;4;654;491.0;1;1;1;2;8;7;0;1;0;0;0
2020;456;8;456;354.0;1;1;1;2;7;7;0;0;0;0;0
2020;786;1;839;629.0;2;1;1;8;8;10;0;0;1;0;0
2020;581;8;597;430.0;2;1;1;1;7;7;0;0;1;0;0
2020;792;1;823;482.5;2;1;1;10;11;9;0;0;0;0;0
2020;781;1;850;684.5;2;2;1;9;10;12;0;0;1;0;1
2020;775;1;805;634.0;1;1;1;8;10;10;0;0;1;0;0
2020;717;7;722;656.0;1;2;1;10;11;12;0;0;1;0;1
2020;592;6;611;459.5;2;1;1;9;7;9;0;0;1;0;0
2020;561;5;597;472.0;2;1;1;8;7;5;0;1;0;0;0
2020;678;2;767;513.0;1;1;1;1;7;7;0;0;1;0;1
2020;699;2;749;620.5;2;1;1;8;10;10;0;0;1;0;0
2020;458;8;458;471.5;1;1;1;1;8;7;0;1;1;0;0
2020;467;9;467;385.5;1;1;2;8;9;7;0;0;1;0;1
2020;710;2;795;491.5;2;1;1;4;10;10;0;0;1;0;0
2020;613;7;613;543.5;1;1;1;1;5;5;0;0;1;0;0
2020;570;3;573;518.5;2;1;1;5;12;12;0;0;1;0;1
2020;495;8;496;0.0;1;1;2;4;6;8;0;0;1;1;1
2020;711;1;839;477.5;2;1;1;1;6;5;0;1;0;0;0
2020;706;2;749;733.0;1;1;1;7;7;7;0;0;1;0;0
2020;685;2;752;0.0;2;1;1;2;5;6;0;1;0;0;0
2020;462;8;470;556.5;1;1;1;2;9;7;0;1;1;0;1
2020;667;3;693;538.5;2;1;1;3;8;8;0;0;1;0;1
2020;495;8;495;358.0;2;2;1;6;7;5;0;0;1;0;0
2020;652;6;657;492.5;2;1;1;2;7;10;0;0;1;0;0
2020;389;10;389;378.0;1;1;1;9;7;7;0;1;1;0;0
2020;684;5;698;492.5;2;1;1;7;7;8;0;0;0;0;0
2020;635;3;651;413.0;2;3;1;5;5;5;0;0;0;0;0
2020;467;9;467;533.0;2;1;1;2;5;7;0;0;0;0;0
2020;603;4;615;555.0;1;1;1;4;7;11;0;0;0;0;0
2020;567;3;595;559.5;1;1;1;7;7;9;0;1;1;0;1
2020;646;3;664;497.5;2;1;1;7;7;10;0;0;1;0;1
2020;635;5;641;482.5;1;1;1;4;10;9;0;0;1;0;0
2020;570;10;570;449.5;1;1;1;10;11;12;0;0;1;0;0
2020;538;9;538;594.5;1;2;3;5;5;5;0;0;1;0;0
2020;689;3;707;473.0;2;1;1;1;7;7;0;0;0;0;0
2020;577;7;604;604.0;1;1;1;5;9;9;0;0;1;0;0
2020;641;4;656;459.5;2;2;1;4;10;7;0;0;1;0;0
2020;706;4;727;580.0;2;1;2;9;9;9;0;0;1;0;1
2020;749;4;770;594.0;2;2;2;10;11;11;0;0;1;0;1
2020;706;2;731;517.0;2;1;2;3;9;9;0;0;1;0;0
2020;646;6;650;526.0;1;2;1;9;9;10;0;0;1;0;0
2020;781;2;807;671.0;2;2;1;10;11;11;0;0;1;0;0
2020;566;6;566;448.5;1;1;1;8;7;7;0;0;0;0;0
2020;624;4;666;580.5;1;2;1;8;7;7;0;0;1;0;1
2020;598;4;613;420.0;1;1;2;4;7;9;0;0;0;0;0
2020;559;8;559;404.0;1;1;1;9;7;11;0;0;1;0;0
2020;764;1;785;635.0;2;1;1;7;9;7;0;0;1;0;1
2020;678;1;729;532.5;2;1;1;8;11;10;0;0;1;0;0
2020;550;5;552;437.0;2;1;1;1;7;7;0;1;1;0;1
2020;689;5;695;475.0;2;1;3;5;9;7;0;0;0;0;1
2020;717;2;746;561.5;1;1;1;1;4;7;0;0;1;0;0
2020;624;2;669;399.0;1;1;1;2;7;7;0;0;1;0;1
2020;495;9;495;537.5;1;1;1;1;10;5;0;0;0;0;1
2020;624;5;656;561.5;2;1;1;2;5;9;0;0;1;0;1
2020;624;4;666;583.0;1;1;1;4;7;10;0;0;1;0;0
2020;567;3;588;417.5;1;1;1;3;7;7;0;1;1;0;1
2020;771;2;815;573.5;2;3;1;9;11;12;0;0;1;0;1
2020;706;2;735;582.0;1;2;1;9;10;11;0;0;1;0;1
2020;652;3;673;536.5;2;1;1;3;7;7;0;0;0;1;1
2020;529;7;536;477.0;2;1;1;3;7;7;0;1;0;0;0
2020;456;6;456;415.5;1;2;1;4;9;9;0;0;1;0;0
2020;721;1;754;608.0;1;1;1;4;5;5;0;0;0;0;0
2019;410;10;413;443.0;2;1;1;4;11;7;0;0;1;0;0
2020;592;5;710;539.0;2;1;1;1;9;9;0;0;0;0;0
2020;620;5;630;555.0;1;2;2;5;10;11;0;0;0;0;0
2020;559;4;570;457.5;2;2;1;9;11;11;0;0;1;0;1
2020;760;1;805;578.5;1;1;1;4;10;11;0;0;1;0;0
2020;684;6;688;671.5;2;1;1;10;11;11;0;0;1;0;0
2020;472;7;472;411.5;2;1;1;3;7;9;0;0;1;0;0
2020;400;8;400;0.0;1;1;1;3;7;7;0;1;0;0;0
2020;559;7;559;429.5;1;2;1;4;7;7;0;0;1;0;0
2020;674;2;709;565.0;2;1;1;5;10;7;0;0;1;0;1
2020;490;8;490;493.5;1;1;1;1;10;11;0;0;0;0;0
2020;664;1;720;485.0;2;1;1;3;5;5;0;1;1;0;1
2020;573;3;607;0.0;1;1;1;4;9;6;0;0;1;0;1
2020;577;8;577;389.5;2;1;1;9;11;11;0;0;1;0;0
2020;582;5;595;452.0;2;1;1;1;7;7;0;1;1;0;0
2020;529;3;546;457.5;1;1;1;2;4;4;0;1;1;0;1
2020;753;2;777;568.0;1;1;1;5;11;8;0;0;0;0;0
2020;760;2;774;607.5;2;1;1;9;10;12;0;0;1;0;0
2020;577;6;584;340.0;2;1;2;1;5;5;0;0;0;0;0
2020;667;3;686;592.0;2;1;1;4;7;7;0;0;1;0;0
2020;506;9;506;440.5;2;1;1;1;7;4;0;0;1;0;0
2020;646;5;648;637.5;2;1;4;5;11;11;0;0;1;0;0
2020;646;5;652;592.0;1;1;2;5;8;8;0;0;1;0;0
2020;581;9;581;647.0;2;1;1;3;7;11;0;0;0;0;1
2020;456;9;456;451.0;1;1;2;10;5;7;0;0;1;0;0
2020;624;7;631;448.5;1;1;1;10;11;11;0;0;0;0;0
2020;567;4;576;519.5;1;1;1;2;5;5;0;1;0;0;0
2020;598;7;598;597.5;1;4;2;2;7;7;0;0;0;0;1
2020;674;4;706;437.5;2;1;2;4;7;11;0;0;1;0;1
2020;814;1;850;706.0;2;1;1;2;11;11;0;0;0;0;0
2020;570;6;574;498.0;1;1;1;4;4;4;0;0;1;0;0
2020;467;9;467;471.5;2;1;1;2;5;5;0;0;1;0;0
2020;566;9;566;597.5;1;2;2;10;12;12;0;0;1;0;0
2020;684;4;702;562.0;1;1;2;7;11;11;0;0;1;0;1
2020;613;8;613;585.5;2;1;1;2;11;12;0;0;1;0;1
2020;412;9;412;370.5;2;1;1;2;5;3;0;1;1;0;1
2020;593;6;613;0.0;2;2;1;4;7;7;0;1;1;0;0
2020;458;7;459;0.0;2;1;2;1;9;9;0;1;1;0;0
2020;534;9;534;451.0;1;1;1;1;7;7;0;0;0;0;0
2020;513;9;513;437.0;2;1;2;1;8;7;0;0;1;0;1
2020;613;7;613;603.0;1;1;2;9;11;11;0;0;1;0;1
2020;620;6;623;556.5;1;1;1;7;11;11;0;0;1;0;1
2020;786;1;805;447.0;2;2;1;1;5;5;0;0;0;0;1
2020;587;7;587;390.5;1;1;1;6;7;12;0;0;1;0;0
2020;764;1;816;628.5;2;1;1;3;7;11;0;0;1;0;1
2020;570;7;570;430.0;2;1;2;2;10;10;0;0;1;0;0
2020;483;6;484;477.0;2;1;1;1;9;7;0;0;0;0;0
2020;620;8;620;538.5;2;1;1;9;11;12;0;0;1;0;0
2020;559;8;561;493.0;2;2;1;9;11;12;0;0;1;0;0
2020;635;7;636;0.0;1;1;2;9;11;7;0;0;1;0;0
2020;613;5;619;553.0;2;2;2;7;8;11;0;0;1;0;1
2020;577;6;600;454.5;2;3;2;5;7;7;0;0;1;0;1
2020;467;10;467;382.0;1;1;1;2;7;5;0;0;0;0;0
2020;603;4;623;492.5;2;1;1;3;7;7;0;0;0;0;0
2020;456;10;456;360.5;2;1;1;2;5;4;0;0;1;0;0
2020;796;1;804;625.0;2;1;2;8;8;11;0;0;1;0;0
2020;587;6;588;477.0;2;1;1;2;8;8;0;0;1;0;0
2020;439;10;439;0.0;2;1;2;2;7;5;0;1;1;0;0
2020;663;4;676;363.5;2;1;1;3;7;8;0;0;0;0;0
2020;695;2;721;603.5;1;1;1;3;11;7;0;0;0;0;1
2020;652;6;659;551.5;1;1;1;1;10;11;0;0;1;0;0
2020;523;6;523;433.0;1;1;3;1;7;7;0;0;0;0;1
2020;796;1;850;714.5;1;2;1;9;10;11;0;0;1;0;0
2020;706;5;718;579.5;2;1;1;8;10;10;0;0;1;0;1
2020;544;6;551;446.0;2;1;1;1;7;7;0;0;1;0;1
2020;610;5;633;407.0;2;2;4;4;6;6;0;1;1;0;0
2020;743;3;800;556.0;2;1;1;10;10;7;0;0;1;0;1
2020;426;10;426;324.5;2;1;1;1;9;7;0;0;0;0;0
2020;559;8;559;498.0;2;2;1;8;9;9;0;0;1;0;0
2020;603;4;643;424.5;2;1;2;4;6;6;0;0;1;0;0
2020;584;2;588;401.0;2;1;1;2;8;8;0;0;1;0;1
2020;656;4;674;492.0;1;1;1;6;9;7;0;0;0;0;0
2020;646;4;684;478.0;2;1;1;4;9;6;0;0;1;0;0
2020;544;4;572;377.0;2;1;1;1;7;5;0;0;1;0;1
2020;529;6;529;434.0;1;1;1;4;8;5;0;1;0;0;1
2020;456;9;456;437.5;2;1;1;6;11;7;0;0;0;0;1
2020;479;7;479;364.5;1;1;1;1;9;7;0;0;0;0;1
2020;678;2;710;622.5;2;1;1;2;10;7;0;0;0;0;0
2020;570;6;570;574.5;1;1;1;7;11;11;0;0;1;0;1
2020;695;1;735;480.5;2;1;1;1;7;7;0;0;0;0;0
2020;479;6;479;308.0;1;1;1;3;10;7;0;0;1;0;0
2020;603;4;623;503.0;2;1;1;2;9;7;0;0;1;0;0
2020;631;3;651;605.5;1;1;1;7;9;11;0;0;1;0;0
2020;567;4;586;477.5;1;1;1;1;7;7;0;1;0;0;1
2020;717;4;727;681.5;1;2;1;10;11;12;0;0;1;0;0
2020;549;9;549;503.5;2;2;1;8;10;7;0;0;1;0;0
2020;515;6;549;346.5;1;2;1;5;7;7;0;1;1;0;0
2020;593;8;593;516.5;2;1;2;3;9;7;0;1;1;0;0
2020;609;6;635;625.5;1;1;1;2;7;10;0;0;1;0;1
2020;479;9;479;418.0;2;1;1;1;10;7;0;0;1;0;1
2020;467;7;467;457.5;1;2;2;2;11;7;0;0;1;0;0
2020;613;5;630;434.5;1;1;1;5;7;8;0;0;1;0;1
2020;624;8;625;581.0;1;2;1;10;11;11;0;0;1;0;0
2020;528;7;528;379.0;1;1;1;2;7;7;0;0;0;0;0
2020;519;6;535;464.5;2;2;1;9;7;7;0;1;1;0;1
2020;678;1;741;580.5;2;1;1;1;7;11;0;0;1;0;1
2020;481;7;481;0.0;1;1;1;4;9;7;0;1;1;0;0
2020;613;3;634;0.0;1;1;1;9;11;11;0;0;0;0;0
2020;624;5;638;492.0;1;1;1;5;10;9;0;0;1;0;0
2020;446;9;446;358.0;1;1;1;6;9;7;0;1;0;0;0
2020;549;9;549;489.5;2;1;1;8;7;7;0;0;1;0;1
2020;667;7;674;611.5;1;1;1;10;12;10;0;0;1;0;0
2020;646;6;649;611.0;1;1;1;9;11;11;0;0;1;0;0
2020;405;9;405;379.0;2;2;1;9;5;10;0;1;1;0;0
2020;426;9;426;534.0;1;1;2;1;7;7;0;0;1;0;1
2020;490;10;490;461.5;1;1;2;2;10;10;0;0;1;0;1
2020;582;6;603;363.0;2;1;1;2;5;5;0;1;0;0;0
2020;549;5;564;501.0;2;1;1;5;7;5;0;0;1;0;1
2020;689;2;746;556.5;1;1;1;8;11;7;0;0;1;0;1
2020;592;5;593;519.0;1;1;1;2;5;5;0;0;0;0;0
2020;603;9;603;541.0;1;1;1;6;10;11;0;0;1;1;1
2020;534;8;534;491.5;2;1;1;4;7;10;0;0;1;0;1
2020;635;4;642;553.0;1;1;1;6;7;10;0;0;1;0;0
2020;570;5;588;408.5;2;1;1;4;10;7;0;0;0;0;1
2020;609;6;616;452.5;1;1;2;5;7;7;0;0;1;0;0
2020;549;8;549;437.0;1;2;1;4;7;11;0;0;1;0;1
2020;528;9;528;496.5;2;1;1;2;5;9;0;0;1;0;1
2020;699;3;743;605.0;2;1;1;2;7;7;0;0;1;0;0
2020;635;3;655;463.5;2;1;1;2;10;7;0;0;1;0;0
2020;544;8;544;538.5;2;1;1;5;10;9;0;0;1;0;1
2020;456;8;456;390.0;2;1;1;5;6;7;0;0;1;0;1
2020;624;7;624;515.0;1;2;1;4;5;9;0;0;0;0;0
2020;646;3;672;454.5;1;1;1;2;7;7;0;0;1;0;1
2020;609;7;609;636.0;1;1;1;4;11;9;0;0;1;0;1
2020;792;2;801;727.5;1;2;1;10;11;11;0;0;1;0;0
2020;439;8;439;0.0;1;1;1;2;9;7;0;1;0;0;0
2020;523;8;523;484.0;1;1;1;7;11;10;0;0;1;0;0
2020;631;4;681;415.5;2;1;1;6;10;10;0;0;1;0;1
2020;538;9;538;454.0;2;1;1;8;7;7;0;0;1;0;1
2020;689;4;741;547.5;1;1;1;2;9;7;0;0;1;0;0
2020;764;1;814;633.5;1;1;1;8;7;9;0;0;1;0;1
2020;620;4;649;434.0;2;1;1;3;8;5;0;0;1;0;0
2020;706;3;737;564.0;2;1;1;2;8;10;0;0;1;0;1
2020;824;1;850;597.5;2;1;2;7;9;7;0;0;1;0;0
