GRADUATION_YEAR;SCORE_NEM;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;599;389.5;2;2;1;3;7;7;0;0;1;0;0
2020;446;442.0;2;1;1;1;7;9;0;1;1;0;0
2020;561;299.5;2;1;1;1;7;5;0;1;0;0;0
2020;807;600.5;1;1;1;4;5;5;0;0;0;0;0
2020;558;431.5;2;1;1;5;11;7;0;0;1;0;0
2020;621;534.5;2;1;1;1;7;9;0;1;1;0;0
2020;538;492.5;1;1;1;3;7;5;0;0;0;0;1
2020;458;480.5;2;1;1;3;6;6;0;1;0;0;1
2020;610;471.0;1;1;1;2;9;9;0;1;0;0;1
2020;555;0.0;1;1;1;3;9;9;0;0;1;0;0
2020;760;622.0;1;1;1;3;7;11;0;0;1;0;0
2020;570;452.0;1;1;1;5;7;7;0;0;1;0;0
2020;467;465.0;2;1;1;2;9;7;0;0;1;0;1
2020;717;580.0;2;1;1;1;9;11;0;0;1;0;1
2020;781;705.0;2;1;1;1;9;7;0;0;1;0;1
2020;577;447.5;1;1;1;6;10;7;0;0;1;0;1
2020;559;347.0;2;2;1;1;4;4;0;0;1;0;0
2020;753;631.0;1;1;2;1;11;1;0;0;0;0;1
2020;652;577.0;1;1;1;4;7;10;0;0;0;0;0
2020;570;374.5;1;1;2;3;7;5;0;0;1;0;0
2020;380;0.0;1;3;1;1;7;5;0;0;0;0;1
2020;635;420.5;2;1;1;1;7;5;0;0;1;0;1
2020;435;0.0;1;1;1;3;9;5;0;1;0;0;1
2020;534;508.0;2;1;2;6;8;7;0;0;1;0;1
2020;460;0.0;1;1;1;3;5;5;0;0;0;1;0
2020;506;404.0;2;1;1;8;8;11;0;0;1;0;1
2020;449;525.0;1;1;1;4;5;5;0;0;0;0;1
2020;555;398.0;1;1;1;2;7;7;0;0;1;0;0
2020;544;480.5;1;2;1;9;12;7;0;0;1;0;1
2020;695;537.5;2;1;1;5;7;5;0;0;0;0;0
2020;652;475.0;2;1;1;5;5;7;0;0;0;0;1
2020;613;491.0;2;1;1;4;9;7;0;0;1;0;0
2020;582;488.5;2;1;1;1;9;5;0;1;0;0;1
2020;641;383.5;1;1;1;3;9;9;0;0;0;0;0
2020;570;491.0;1;2;1;1;11;7;0;0;0;0;0
2020;749;663.5;1;1;1;7;11;11;0;0;1;0;0
2020;559;414.0;2;1;1;1;10;7;0;0;0;0;0
2020;722;383.5;2;3;1;2;5;5;0;1;0;0;0
2020;561;391.0;1;1;1;2;4;4;0;1;1;0;0
2020;706;615.0;2;1;1;2;7;9;0;0;1;0;1
2020;695;592.5;2;1;1;7;7;5;0;0;1;0;0
2020;555;380.5;2;2;1;1;7;7;0;0;0;0;0
2020;394;0.0;2;1;1;1;3;3;0;1;1;0;1
2020;446;0.0;1;1;1;3;7;7;0;1;0;0;0
2020;513;465.5;2;2;1;5;7;10;0;0;1;0;1
2020;550;409.0;2;1;1;1;5;5;0;1;0;0;0
2020;738;542.5;2;1;1;1;8;7;0;0;1;0;0
2020;582;457.5;1;1;2;10;11;6;0;1;0;0;1
2020;529;454.5;1;1;1;9;10;7;0;1;1;0;0
2020;485;437.0;2;3;1;3;5;5;0;1;1;0;0
2020;604;525.5;1;1;1;7;9;7;0;1;1;0;0
2020;581;369.0;1;2;1;7;7;5;0;0;0;0;0
2020;495;416.5;1;1;1;7;8;7;0;0;1;0;1
2020;412;0.0;1;1;1;8;9;8;0;1;0;0;1
2020;414;0.0;1;1;1;2;7;7;0;0;0;0;0
2020;667;619.5;1;1;4;1;7;10;0;0;1;0;0
2020;426;447.0;1;1;1;6;7;5;0;0;1;0;0
2020;550;422.5;1;1;1;7;7;8;0;1;0;0;1
2020;699;640.0;2;1;1;4;11;9;0;0;1;0;1
2020;653;449.5;2;1;1;4;5;5;0;1;0;0;1
2020;474;391.0;1;1;2;3;7;8;0;1;1;0;0
2020;625;418.5;2;1;1;3;7;5;0;1;0;0;0
2020;717;529.5;2;1;1;4;9;9;0;0;1;0;0
2020;474;353.0;1;1;1;1;9;5;0;1;1;0;0
2020;523;442.0;1;1;1;3;7;7;0;0;1;0;0
2020;523;368.0;1;1;1;8;6;9;0;0;1;0;1
2020;437;0.0;1;1;1;1;4;7;0;0;0;0;1
2020;727;633.5;1;1;1;7;9;11;0;0;1;0;1
2020;534;539.5;2;1;1;3;10;7;0;0;1;0;1
2020;620;603.0;2;4;1;3;7;7;0;0;1;0;1
2020;717;420.0;2;1;1;3;5;9;0;1;0;0;0
2020;433;413.5;1;1;1;1;7;7;0;0;1;1;0
2020;472;483.5;1;1;1;7;4;4;0;0;1;0;1
2020;792;716.5;2;1;2;1;7;10;0;0;1;0;1
2020;738;477.0;2;1;1;3;5;7;0;0;0;0;1
2020;501;351.5;2;1;1;3;7;7;0;0;0;0;1
2020;674;470.0;2;1;1;2;7;5;0;0;0;0;1
2020;620;485.5;2;2;1;8;1;7;0;0;1;0;0
2020;410;383.5;1;2;1;3;7;7;0;0;0;0;0
2020;483;490.0;1;1;1;4;5;4;0;0;1;0;1
2020;535;482.0;2;1;1;7;7;5;0;1;1;0;0
2020;437;406.5;2;1;1;1;7;5;0;0;0;0;1
2020;674;507.5;2;2;2;10;7;9;0;0;1;0;0
2020;807;515.0;2;1;1;3;7;9;0;0;0;0;1
2020;603;567.0;2;1;1;3;9;7;0;0;1;0;1
2020;380;0.0;2;1;1;4;5;7;0;0;0;0;1
2020;721;641.0;2;1;1;4;7;7;0;0;1;0;0
2020;549;402.0;2;1;1;1;6;4;0;0;1;0;0
2020;663;484.5;2;1;1;4;7;9;0;0;1;0;0
2020;689;325.5;2;1;1;1;5;5;0;0;0;0;1
2020;610;497.0;1;1;1;3;4;5;0;1;1;0;0
2020;641;526.5;1;1;1;5;10;7;0;0;1;0;0
2020;743;0.0;2;1;1;7;8;8;0;0;1;0;0
2020;472;489.5;2;1;1;4;4;4;0;0;1;0;1
2020;587;435.0;2;2;1;1;10;8;0;0;1;0;0
2020;797;537.5;2;1;1;4;6;6;0;1;0;0;0
2020;469;489.5;2;1;1;7;11;11;0;1;1;0;1
2020;620;553.5;2;1;2;1;7;7;0;0;1;0;0
2020;539;328.0;1;1;1;3;7;7;0;1;0;0;1
2020;684;379.0;2;1;2;1;7;5;0;0;0;0;1
2020;657;527.5;2;1;2;2;9;11;0;1;1;0;0
2020;775;636.0;2;1;1;7;7;8;0;0;1;0;0
2020;426;518.0;1;4;3;3;7;10;0;0;1;0;0
2020;620;0.0;1;1;1;6;7;5;0;0;1;0;0
2020;566;432.0;2;1;1;1;7;7;0;0;1;0;0
2020;818;617.5;2;1;1;1;7;7;0;0;1;0;0
2020;479;346.5;2;1;1;6;7;11;0;0;1;0;1
2020;613;439.5;2;1;1;1;5;5;0;0;0;0;1
2020;426;400.0;1;3;1;9;8;9;0;0;1;0;1
2020;460;308.0;2;1;1;1;5;4;0;0;1;0;0
2020;525;0.0;2;1;1;1;4;4;0;1;1;0;0
2020;513;395.5;1;1;1;1;7;5;0;0;0;0;0
2020;631;527.0;1;1;1;3;7;7;0;0;0;0;1
2020;604;440.5;2;1;1;1;7;5;0;1;1;0;0
2020;631;454.5;2;1;1;6;10;10;0;0;1;0;1
2020;621;424.0;2;2;1;3;9;7;0;1;0;0;0
2020;721;431.5;1;1;1;2;9;5;0;0;1;0;0
2020;492;437.5;2;1;1;1;7;5;0;1;0;0;0
2020;481;427.0;2;1;1;6;4;9;0;1;1;0;0
2020;538;517.0;2;1;1;1;7;5;0;0;0;0;0
2020;318;334.0;1;1;1;3;5;5;0;0;0;0;0
2020;449;420.0;2;1;3;1;7;7;0;0;0;0;0
2020;535;358.0;2;4;1;2;5;5;0;1;0;0;1
2020;656;610.5;1;1;1;5;7;9;0;0;1;0;0
2020;674;682.0;1;1;1;4;7;10;0;0;1;0;1
2020;695;473.0;2;1;1;1;7;7;0;0;1;0;1
2020;635;484.5;1;1;1;1;10;7;0;0;1;0;0
2020;426;434.0;1;1;1;4;7;11;0;0;0;0;0
2020;760;616.0;1;1;1;6;7;7;0;0;1;0;0
2020;631;452.5;2;1;1;4;9;7;0;0;1;0;0
2020;613;537.5;1;1;1;1;7;9;0;0;1;0;0
2020;610;435.5;2;1;2;3;7;9;0;1;0;0;0
2020;760;0.0;1;1;1;6;7;7;0;0;1;0;1
2020;599;477.0;1;2;1;6;9;7;0;1;1;0;0
2020;593;406.5;2;1;1;4;4;5;0;1;0;0;0
2020;433;474.0;1;1;1;1;7;5;0;0;1;0;1
2020;599;326.5;1;1;1;3;5;5;0;1;0;0;1
2020;515;457.5;1;1;1;3;5;7;0;1;0;0;0
2020;656;531.0;2;1;1;1;9;7;0;0;1;0;0
2020;711;559.5;2;1;1;3;9;9;0;1;1;0;0
2020;371;0.0;2;1;1;6;7;7;0;1;0;0;1
2020;652;547.0;1;2;2;7;7;5;0;0;1;0;0
2020;535;505.5;1;1;1;6;5;5;0;1;0;0;1
2020;433;0.0;2;1;1;2;7;7;0;0;0;0;0
2020;609;412.5;2;1;2;1;4;4;0;0;0;0;1
2020;699;559.5;2;1;1;1;7;5;0;0;0;0;0
2020;598;493.0;2;1;2;3;7;7;0;0;1;0;0
2020;556;0.0;1;1;1;1;7;7;0;1;1;0;0
2020;695;540.0;2;1;1;4;10;9;0;0;1;0;1
2020;561;0.0;2;1;1;1;10;7;0;1;1;0;0
2020;544;347.0;2;1;1;3;6;6;0;0;1;0;1
2020;467;430.5;2;2;1;3;7;5;0;0;0;0;1
2020;792;612.0;2;1;2;3;7;9;0;0;1;0;0
2020;582;417.0;1;2;1;6;7;5;0;1;0;0;0
2020;479;399.0;2;1;1;9;9;9;0;0;1;0;1
2020;523;427.0;1;1;2;3;4;4;0;0;0;0;1
2020;739;460.0;2;2;1;9;5;5;0;1;0;0;0
2020;561;460.5;2;2;1;2;5;7;0;1;0;0;0
2020;587;561.0;2;1;1;5;10;7;0;0;1;0;1
2020;727;524.0;2;1;1;3;5;7;0;0;1;1;0
2020;534;434.0;1;1;1;10;6;6;0;0;1;0;1
2020;577;546.0;1;2;1;7;10;11;0;0;1;0;1
2020;483;444.5;1;1;1;8;5;7;0;0;1;0;1
2020;517;544.5;1;1;2;9;11;10;0;0;1;0;1
2020;738;562.5;2;1;2;1;9;7;0;0;1;0;0
2020;539;321.0;2;1;2;1;9;9;0;1;1;0;0
2020;635;624.5;2;1;1;6;7;7;0;0;1;0;1
2020;444;0.0;2;1;2;3;5;5;0;0;1;0;1
2020;490;409.0;1;1;2;5;7;7;0;0;1;0;1
2020;428;412.5;1;2;1;2;10;5;0;1;1;0;0
2020;508;418.5;2;1;1;2;10;5;0;1;1;0;0
2020;749;617.0;2;2;1;9;10;10;0;0;1;0;0
2020;598;470.0;2;1;1;1;4;4;0;0;1;0;0
2020;561;510.5;1;2;2;9;11;12;0;1;0;0;1
2020;513;482.5;1;1;1;8;10;7;0;0;1;0;0
2020;814;615.5;1;1;2;4;7;7;0;0;0;0;0
2020;570;452.0;2;1;1;9;7;7;0;0;1;0;0
2020;523;335.5;2;1;3;4;7;7;0;0;0;0;1
2020;710;480.5;2;1;1;8;6;5;0;0;1;0;0
2020;364;384.0;1;1;1;1;7;7;0;0;0;0;1
2020;609;403.5;2;1;1;6;9;7;0;0;1;0;0
2020;592;530.0;2;1;1;2;4;4;0;0;1;0;1
2020;544;490.0;2;1;1;8;11;10;0;0;1;0;1
2020;796;547.0;2;1;1;1;10;7;0;0;1;0;0
2020;656;470.0;1;2;4;3;7;8;0;0;0;0;1
2020;582;431.5;2;1;1;1;5;5;0;1;1;0;0
2020;796;629.0;2;1;2;4;5;5;0;0;1;0;0
2020;598;406.5;1;1;2;7;7;8;0;0;1;0;0
2020;587;520.5;2;1;1;6;7;8;0;0;1;0;1
2020;625;435.5;2;1;1;4;7;7;0;1;1;0;0
2020;490;523.5;1;1;1;3;10;11;0;0;1;0;0
2020;501;368.0;2;1;1;2;7;7;0;0;1;0;1
2020;641;575.5;2;1;1;1;11;7;0;0;1;0;1
2020;474;0.0;2;1;1;1;5;5;0;1;0;0;0
2020;495;437.5;2;1;1;4;5;5;0;0;1;0;1
2020;544;0.0;2;1;2;2;5;9;0;0;0;0;1
2020;462;436.5;1;1;1;3;10;9;0;1;1;0;0
2020;674;550.0;2;1;1;5;9;10;0;0;1;0;1
2020;539;306.0;1;1;1;1;6;5;0;1;1;0;0
2020;550;398.0;1;2;1;1;7;5;0;1;0;0;1
2020;613;442.0;2;1;1;7;9;7;0;0;1;0;1
2020;449;418.0;2;1;1;2;9;7;0;0;0;0;1
2020;544;0.0;1;1;3;2;10;12;0;0;1;0;0
2020;589;433.5;2;1;2;1;7;7;0;1;0;0;0
2020;656;384.5;1;1;1;2;5;7;0;0;0;0;1
2020;684;555.0;1;1;1;4;6;6;0;0;1;0;0
2020;556;409.5;1;3;1;8;9;10;0;1;0;0;0
2020;382;429.5;1;1;1;1;7;7;0;1;1;0;0
2020;685;624.5;1;1;1;1;5;7;0;1;1;0;0
2020;738;551.5;1;1;2;4;10;10;0;0;1;0;0
2020;603;479.0;1;1;1;6;10;9;0;0;1;0;0
2020;546;409.5;1;1;1;2;5;7;0;1;1;0;0
2020;561;342.0;1;1;1;1;9;7;0;1;0;0;0
2020;700;574.0;1;1;2;3;10;7;0;1;1;0;0
2020;474;342.5;1;1;1;2;9;5;0;1;0;0;1
2020;539;487.0;1;3;1;3;9;5;0;1;1;0;0
2020;495;421.0;2;2;1;7;10;10;0;0;1;0;1
2020;414;413.0;2;1;1;1;10;7;0;0;0;0;0
2020;624;541.5;2;2;4;10;11;10;0;0;1;0;1
2020;555;460.0;1;1;1;1;7;9;0;0;0;0;0
2020;472;319.0;2;1;2;2;5;5;0;0;0;0;1
2020;738;540.0;2;2;1;5;7;5;0;0;1;0;1
2020;497;487.0;1;1;1;3;9;7;0;1;0;0;1
2020;550;472.0;2;1;1;1;9;7;0;1;0;0;1
2020;646;419.5;2;1;1;1;5;4;0;0;1;0;0
2020;426;0.0;1;2;1;9;7;10;0;0;1;0;1
2020;571;437.0;2;1;1;1;7;5;0;1;0;0;0
2020;732;552.5;2;1;3;1;7;7;0;0;1;0;0
2020;711;384.5;2;2;1;8;7;7;0;1;0;0;0
2020;620;548.0;1;1;1;3;5;5;0;0;0;0;1
2020;592;454.5;2;4;1;6;10;9;0;0;1;0;0
2020;674;398.0;2;1;1;6;4;4;0;0;1;0;0
2020;624;490.0;2;1;1;2;9;9;0;0;1;0;0
2020;581;490.0;1;1;1;6;7;7;0;0;1;0;1
2020;807;624.0;1;1;1;5;7;8;0;0;0;0;0
2020;504;408.5;2;1;1;1;4;7;0;1;1;0;0
2020;592;415.0;2;1;1;2;5;7;0;0;1;0;1
2020;764;601.0;1;1;1;4;7;5;0;0;1;0;1
2020;538;330.0;2;1;1;8;5;5;0;0;0;0;1
2020;738;491.5;2;1;1;3;7;7;0;0;1;0;1
2020;456;0.0;1;1;1;9;4;5;0;0;1;0;0
2020;561;442.0;2;1;1;1;7;7;0;1;1;0;0
2020;495;300.0;2;1;1;1;7;7;0;0;1;0;1
2020;446;290.0;1;1;1;1;7;7;0;1;0;0;0
2020;571;0.0;2;1;1;2;7;7;0;1;0;0;0
2020;355;424.0;1;2;1;6;7;10;0;1;0;0;1
2020;667;454.5;1;2;2;2;10;7;0;0;1;0;0
2020;549;477.0;1;1;1;1;5;5;0;0;0;0;0
2020;556;409.0;2;1;1;1;8;8;0;1;0;0;1
2020;549;466.5;1;1;3;3;9;10;0;0;0;0;0
2020;559;463.0;1;1;1;1;5;7;0;0;1;0;1
2020;738;542.5;1;1;1;7;10;8;0;0;1;0;0
2020;550;438.0;1;4;2;1;8;8;0;1;0;0;0
2020;587;503.5;1;1;1;4;7;7;0;0;0;0;0
2020;609;459.0;2;1;1;8;10;9;0;0;1;0;0
2020;479;393.0;2;1;1;2;7;7;0;0;0;0;1
2020;421;418.5;2;1;1;1;7;7;0;0;0;0;1
2020;577;503.0;2;1;1;2;7;5;0;0;1;0;1
2020;764;525.0;2;1;1;1;7;5;0;0;1;0;0
2020;717;0.0;1;1;1;2;7;7;0;0;0;1;1
2020;570;311.5;2;1;1;3;7;5;0;0;1;0;1
2020;727;548.5;2;1;1;4;5;7;0;0;1;0;0
2020;613;494.5;1;1;1;4;7;8;0;0;0;0;0
2020;412;0.0;1;1;1;3;7;10;0;1;1;0;0
2020;636;470.0;1;1;1;5;9;7;0;1;1;0;0
2020;684;519.0;2;1;1;2;9;6;0;0;1;0;1
2020;636;400.5;1;1;1;5;7;7;0;1;0;0;1
2020;481;342.5;1;1;1;8;7;7;0;1;0;0;0
2020;582;439.0;2;2;2;1;7;7;0;1;1;0;1
2020;523;358.5;2;1;1;2;9;9;0;0;1;0;0
2020;696;533.0;1;1;1;3;7;7;0;1;1;0;0
2020;620;509.5;1;1;1;4;7;7;0;0;1;0;1
2020;559;457.5;1;1;1;1;10;7;0;0;1;0;0
2020;599;391.5;2;2;1;7;11;5;0;1;1;0;0
2020;378;0.0;1;1;1;3;7;7;0;1;0;0;0
2020;743;611.0;2;1;1;3;9;10;0;0;1;0;0
2020;398;466.5;2;1;1;9;12;7;0;0;1;0;1
2020;590;0.0;2;1;1;4;7;5;0;0;1;0;0
2020;521;369.0;2;1;3;1;10;7;0;0;0;0;1
2020;378;0.0;1;1;1;6;5;5;0;1;0;0;0
2020;699;601.5;1;1;1;10;11;7;0;0;1;0;0
2020;668;490.0;1;1;2;1;9;7;0;1;1;0;0
2020;599;0.0;2;1;1;1;7;7;0;1;1;0;0
2020;517;429.5;2;1;3;3;4;4;0;0;1;0;0
2020;641;0.0;2;1;2;9;9;10;0;0;1;0;1
2020;412;454.0;2;1;1;1;7;5;0;1;1;0;0
2020;796;614.0;2;2;1;9;11;12;0;0;0;0;0
2020;609;545.0;1;2;1;10;11;9;0;0;0;0;1
2020;521;0.0;2;1;1;3;7;10;0;0;1;0;0
2020;732;550.5;1;1;1;3;6;8;0;1;1;0;0
2020;544;449.0;1;1;1;1;5;7;0;0;1;0;1
2020;535;415.0;2;1;3;2;7;8;0;1;0;0;1
2020;426;0.0;1;1;1;1;9;7;0;0;1;0;0
2020;550;0.0;1;1;1;1;5;5;0;1;1;0;0
2020;544;555.0;1;2;1;7;8;9;0;0;0;0;1
2020;652;574.5;1;1;1;2;7;7;0;0;1;0;0
2020;663;578.5;1;1;1;2;7;7;0;0;1;0;0
2020;678;581.0;1;1;1;8;9;11;0;0;1;0;0
2020;352;0.0;1;1;1;10;5;5;0;0;1;0;0
2020;663;661.0;1;1;1;3;9;9;0;0;1;0;0
2020;513;410.5;2;1;1;5;9;7;0;0;1;0;0
2020;571;426.5;1;1;1;3;5;5;0;1;0;0;0
2020;556;373.5;2;2;1;1;8;7;0;1;1;0;0
2020;479;571.5;1;1;1;2;4;5;0;0;0;0;0
2020;421;410.0;1;1;1;4;6;9;0;0;1;0;0
2020;717;553.0;2;1;1;3;7;7;0;0;1;0;0
2020;829;678.5;2;2;1;9;11;11;0;0;1;0;0
2020;501;414.0;2;1;1;1;7;5;0;0;1;0;1
2020;593;0.0;2;1;3;2;7;7;0;1;1;1;0
2020;727;503.0;2;1;1;4;5;5;0;0;1;0;1
2020;529;0.0;1;1;1;8;9;10;0;1;1;0;0
2020;485;379.5;1;1;1;1;9;5;0;1;0;0;1
2020;641;579.5;2;1;2;1;5;7;0;0;1;0;0
2020;544;413.5;1;1;1;9;9;9;0;0;1;0;0
2020;667;369.0;2;1;1;1;4;5;0;0;1;0;0
2020;428;344.0;2;1;1;3;5;5;0;1;0;0;1
2020;771;528.0;2;1;1;1;1;9;0;0;1;0;0
2020;710;520.5;2;1;2;4;11;7;0;0;0;0;0
2020;678;406.0;2;1;2;3;9;6;0;0;1;0;0
2020;546;440.5;2;1;2;4;7;7;0;1;1;0;0
2020;641;415.5;2;1;1;3;6;8;0;0;1;0;0
2020;706;674.5;1;1;1;2;7;10;0;0;1;0;1
2020;667;642.0;1;1;1;10;11;7;0;0;1;0;0
2020;528;402.5;1;1;2;1;7;7;0;0;1;0;0
2020;501;437.5;2;1;1;10;4;5;0;0;1;0;1
2020;696;562.5;1;2;1;8;10;10;0;1;1;0;0
2020;515;308.5;1;1;1;9;7;7;0;1;0;0;0
2020;609;472.0;1;1;1;3;7;8;0;0;1;1;1
2020;684;0.0;2;1;2;2;7;7;0;0;1;0;1
2020;707;487.5;2;1;1;8;9;11;0;1;1;0;0
2020;550;510.0;2;2;1;5;5;7;0;1;0;0;1
2020;652;614.0;2;1;1;4;7;7;0;0;1;0;0
2020;656;0.0;2;1;1;3;5;7;0;0;1;0;0
2020;550;0.0;2;1;3;1;5;5;0;1;1;0;0
2020;646;358.0;1;2;1;10;7;11;0;0;1;0;0
2020;479;463.0;1;1;1;1;5;5;0;0;0;0;0
2020;559;508.0;2;1;1;1;11;7;0;0;1;0;0
2020;684;528.0;1;1;1;2;7;9;0;0;1;0;1
2020;435;504.5;2;1;3;1;5;9;0;1;1;0;0
2020;391;377.0;1;1;1;8;7;7;0;0;1;0;0
2020;451;344.5;1;2;1;5;9;9;0;1;0;0;0
2020;589;429.5;1;2;1;2;7;7;0;1;0;0;1
2020;525;0.0;1;1;1;2;6;5;0;1;1;0;0
2020;599;0.0;2;1;1;3;5;5;0;1;1;0;1
2020;717;587.0;2;2;1;6;5;7;0;0;1;0;0
2020;541;0.0;2;2;2;8;7;7;0;0;0;0;0
2020;717;594.5;2;1;1;5;9;10;0;0;1;0;0
2020;663;444.0;2;1;1;3;5;5;0;0;1;0;0
2020;549;599.5;1;1;2;3;7;9;0;0;1;0;0
2020;620;531.5;2;1;1;5;11;11;0;0;1;0;0
2020;613;0.0;2;1;1;6;7;7;0;0;1;0;0
2020;567;352.5;2;1;1;1;4;5;0;1;0;0;1
2020;492;466.5;1;1;1;6;9;7;0;1;1;0;0
2020;495;0.0;1;1;1;1;7;7;0;0;1;0;0
2020;515;302.5;1;1;1;5;8;7;0;1;1;0;1
2020;529;0.0;2;1;1;1;5;4;0;1;1;0;0
2020;678;587.5;2;2;1;5;10;7;0;0;1;0;0
2020;620;492.0;2;1;1;3;10;7;0;0;1;0;0
2020;506;389.5;1;1;1;1;8;7;0;0;0;0;0
2020;667;546.5;1;1;1;1;7;9;0;0;0;0;0
2020;481;439.0;1;2;1;7;10;11;0;1;1;0;0
2020;561;456.0;2;1;1;3;5;7;0;1;1;0;0
2020;603;0.0;2;1;1;1;8;7;0;0;1;0;0
2020;435;441.5;2;1;1;2;9;5;0;1;0;0;1
2020;678;614.5;1;1;1;4;9;9;0;0;0;0;0
2020;587;548.0;1;1;1;5;10;8;0;0;1;0;0
2020;581;508.0;2;1;1;2;7;7;0;0;0;0;0
2020;592;398.0;2;1;1;7;7;9;0;0;1;0;0
2020;621;419.5;1;1;1;6;7;9;0;1;1;0;1
2020;598;455.0;1;1;3;3;11;11;0;0;1;0;1
2020;528;456.5;2;1;2;4;5;6;0;0;0;0;0
2020;609;561.5;2;2;2;10;11;7;0;0;1;0;0
2020;336;392.0;1;1;1;1;9;5;0;1;0;0;1
2020;599;422.0;1;1;3;8;5;6;0;1;1;0;1
2020;492;372.0;1;1;1;1;5;9;0;1;1;0;1
2020;603;480.5;2;1;1;1;10;4;0;0;1;0;0
2020;620;432.0;2;1;1;3;4;4;0;0;1;0;0
2020;674;530.0;2;3;1;9;10;8;0;0;1;0;1
2020;764;643.5;2;2;1;5;6;4;0;0;0;0;0
2020;444;398.0;2;1;1;2;8;7;0;0;1;0;1
2020;604;519.5;1;1;1;6;10;9;0;1;0;0;1
2020;663;479.5;2;1;1;3;9;7;0;0;0;0;1
2020;523;387.5;2;1;1;2;9;9;0;0;1;0;1
2020;743;515.5;2;4;2;4;6;7;0;1;0;0;1
2020;398;434.0;1;1;1;2;6;8;0;0;1;0;1
2020;667;608.0;2;1;2;4;9;9;0;0;1;0;1
2020;642;394.5;1;1;1;7;9;5;0;1;1;0;0
2020;506;490.0;1;1;1;2;8;7;0;0;1;0;0
2020;539;304.5;1;2;1;8;9;7;0;1;1;0;0
2020;439;348.0;1;1;1;4;9;7;0;1;0;0;0
2020;760;648.0;1;1;1;2;7;9;0;0;1;0;0
2020;462;463.0;1;1;1;1;9;5;0;1;0;0;1
2020;570;426.0;1;3;2;8;7;11;0;0;1;0;0
2020;727;574.5;2;1;1;4;7;7;0;0;1;0;1
2020;613;502.5;2;1;1;3;9;7;0;0;1;0;0
2020;497;406.5;2;1;1;3;7;5;0;1;1;0;0
2020;589;372.0;2;1;1;2;7;5;0;1;0;0;0
2020;497;365.0;1;2;1;7;9;9;0;1;0;0;0
2020;446;0.0;1;1;1;2;7;5;0;1;0;0;1
2020;458;452.5;2;1;1;1;7;7;0;1;0;0;0
2020;577;487.0;2;1;1;2;9;7;0;0;1;0;0
2020;566;447.5;1;1;1;1;7;11;0;0;0;0;0
2020;458;0.0;2;1;1;6;9;7;0;1;1;0;0
2020;581;422.5;2;1;1;8;9;7;0;0;1;0;0
2020;506;417.0;2;1;1;3;7;7;0;0;1;0;0
2020;764;643.0;1;1;1;5;7;9;0;0;0;0;0
2020;814;687.5;1;1;1;5;7;9;0;0;0;0;0
2020;567;391.0;1;1;1;1;5;5;0;1;1;0;0
2020;684;550.5;2;1;1;3;9;7;0;0;0;0;0
2020;609;440.5;2;1;3;1;10;10;0;0;1;0;0
2020;604;506.5;1;1;1;3;9;9;0;1;0;0;1
2020;528;427.5;1;1;1;8;8;8;0;0;1;0;1
2020;592;537.5;2;2;1;7;11;8;0;0;1;0;0
2020;398;382.5;2;1;1;1;11;10;0;0;1;0;0
2020;663;511.5;1;1;1;3;10;10;0;0;1;0;0
2020;437;340.0;1;1;1;1;5;7;0;0;1;0;0
2020;807;624.5;1;1;1;3;10;9;0;0;1;1;0
2020;674;465.5;2;1;1;1;7;8;0;1;1;0;0
2020;699;640.5;2;1;1;3;7;7;0;0;1;0;1
2020;706;426.5;2;2;1;4;11;9;0;0;1;0;1
2020;577;523.0;1;1;1;2;6;8;0;0;0;0;1
2020;753;656.5;1;1;1;4;9;10;0;0;0;0;0
2020;593;0.0;2;1;1;8;6;1;0;1;1;0;0
2020;678;457.0;2;1;1;1;8;5;0;0;1;0;1
2020;663;0.0;2;2;1;1;9;9;0;0;0;0;0
2020;417;522.5;1;1;1;2;9;9;0;1;1;0;0
2020;400;358.0;2;1;1;2;7;10;0;1;1;0;1
2020;571;444.0;1;1;1;5;9;10;0;1;1;0;0
2020;621;417.0;2;1;1;8;5;9;0;1;1;0;0
2020;412;0.0;2;1;1;2;7;9;0;1;0;0;0
2020;722;546.0;2;1;1;2;9;7;0;1;1;0;1
2020;684;578.0;1;1;1;2;5;7;0;0;0;0;0
2020;689;541.5;1;1;1;1;5;4;0;0;0;0;0
2020;519;0.0;2;1;1;3;7;7;0;1;0;0;1
2020;534;492.5;1;3;1;6;11;11;0;0;1;0;0
2020;760;649.0;1;1;1;6;9;7;0;0;1;0;0
2020;717;541.0;2;1;1;6;7;7;0;0;0;0;0
2020;446;444.5;1;3;1;1;4;5;0;1;1;0;0
2020;603;0.0;1;1;1;1;4;4;0;0;0;0;0
2020;458;444.0;1;2;1;2;7;4;0;1;1;0;0
2020;523;473.0;1;1;1;3;5;10;0;0;1;0;1
2020;775;672.0;2;2;1;8;9;11;0;0;0;0;0
2020;652;553.5;2;1;1;2;7;5;0;0;1;0;0
2020;743;534.5;2;1;1;5;10;11;0;0;1;0;0
2020;646;505.0;1;1;1;4;7;8;0;0;1;0;0
2020;652;588.0;2;1;1;3;8;8;0;0;1;0;0
